10:6:23:EPHESIENS:1:2:330:VATICANUS-A:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
14:1:2:2THESSALONICIENS:1:4:1885:WESTCOTT-ET-HORT-E:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
14:1:2:2THESSALONICIENS:1:4:2010:SBL:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
14:1:2:2THESSALONICIENS:1:4:2010:SBL-E:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
14:1:2:2THESSALONICIENS:1:4:2019:BHP1:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
14:1:2:2THESSALONICIENS:1:4:2019:BHP2:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
14:1:2:2THESSALONICIENS:1:4:2021:SEBASTIEN-D-G:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
16:1:2:2TIMOTHEE:1:2:360:SINAITICUS-A:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
16:1:2:2TIMOTHEE:1:2:360:SINAITICUS-E:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
17:1:4:TITE:1:4:1550:STEPHANUS:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
17:1:4:TITE:1:4:1550:STEPHANUS-E:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
17:1:4:TITE:1:4:1894:SCRIVENER:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
17:1:4:TITE:1:4:2018:ROBINSON-ET-PIERPONT-E:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
17:1:4:TITE:1:4:2020:KING-JAMES-E:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
24:1:3:2JEAN:1:2:360:SINAITICUS-A:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
24:1:3:2JEAN:1:2:360:SINAITICUS-E:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
10:6:23:EPHESIENS:1:1:224:PAPYRUS46:phrase1:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
10:6:23:EPHESIENS:1:1:224:PAPYRUS46:phrase2:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
10:6:23:EPHESIENS:1:2:360:SINAITICUS-A:phrase1:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
10:6:23:EPHESIENS:1:2:360:SINAITICUS-A:phrase2:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
10:6:23:EPHESIENS:1:2:360:SINAITICUS-E:phrase1:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
10:6:23:EPHESIENS:1:2:360:SINAITICUS-E:phrase2:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
10:6:23:EPHESIENS:1:2:390:ALEXANDRINUS-A:phrase1:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
10:6:23:EPHESIENS:1:2:390:ALEXANDRINUS-A:phrase2:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
10:6:23:EPHESIENS:1:2:390:ALEXANDRINUS-E:phrase1:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
10:6:23:EPHESIENS:1:2:390:ALEXANDRINUS-E:phrase2:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
18:1:3:PHILEMON:1:2:360:SINAITICUS-A:phrase1:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
18:1:3:PHILEMON:1:2:360:SINAITICUS-A:phrase2:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
18:1:3:PHILEMON:1:2:360:SINAITICUS-E:phrase1:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
18:1:3:PHILEMON:1:2:360:SINAITICUS-E:phrase2:IGNATIUS-POLYCARP:0.1 Ἰγνάτιος, ὁ καὶ Θεοφόρος, Πολυκάρπῳ ἐπισκόπῳ ἐκκλησίας Σμυρναίων, μᾶλλον ἐπισκοπημένῳ ὑπὸ θεοῦ πατρὸς καὶ κυρίου Ἰησοῦ Χριστοῦ, πλεῖστα χαίρειν.
