9:4:27:GALATES:1:2:390:ALEXANDRINUS-A:CLEMENT2:2.1 Εὐφράνθητι, στεῖρα ἡ οὐ τίκτουσα, ῥῆξον καὶ βόησον, ἡ οὐκ ὠδίνουσα, ὅτι πολλὰ τὰ τέκνα τῆς ἐρήμου μᾶλλον ἢ τῆς ἐχούσης τὸν ἄνδρα. ὃ εἶπεν· Εὐφράνθητι, στεῖρα ἡ οὐ τίκτουσα, ἡμᾶς εἶπεν· στεῖρα γὰρ ἦν ἡ ἐκκλησία ἡμῶν πρὸ τοῦ δοθῆναι αὐτῇ τέκνα.
9:1:5:GALATES:1:1:449:PAPYRUS51:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:2:330:VATICANUS-A:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:2:330:VATICANUS-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:2:360:SINAITICUS-A:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:2:360:SINAITICUS-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:1550:STEPHANUS:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:1550:STEPHANUS-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:1869:TISCHENDORF:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:1885:WESTCOTT-ET-HORT:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:1885:WESTCOTT-ET-HORT-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:1894:SCRIVENER:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:2010:SBL:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:2010:SBL-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:2012:NESTLE-ET-ALAND:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:2012:NESTLE-ET-ALAND-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:2018:ROBINSON-ET-PIERPONT-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:2019:BHP1:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:2019:BHP2:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:2020:KING-JAMES-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
9:1:5:GALATES:1:4:2021:SEBASTIEN-D-G:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:1:224:PAPYRUS46:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:2:330:VATICANUS-A:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:2:330:VATICANUS-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:2:360:SINAITICUS-A:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:2:360:SINAITICUS-B:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:2:360:SINAITICUS-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:2:390:ALEXANDRINUS-A:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:2:390:ALEXANDRINUS-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:4:1550:STEPHANUS:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:4:1550:STEPHANUS-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:4:1869:TISCHENDORF:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:4:1885:WESTCOTT-ET-HORT:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:4:1885:WESTCOTT-ET-HORT-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:4:1894:SCRIVENER:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:4:2010:SBL:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:4:2010:SBL-E:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
11:4:20:PHILIPPIENS:1:4:2012:NESTLE-ET-ALAND:CLEMENT2:20.5 Τῷ μόνῳ θεῷ ἀοράτῳ, πατρὶ τῆς ἀληθείας, τῷ ἐξαποστείλαντι ἡμῖν τὸν σωτῆρα καὶ ἀρχηγὸν τῆς ἀφθαρσίας, δι’ οὗ καὶ ἐφανέρωσεν ἡμῖν τὴν ἀλήθειαν καὶ τὴν ἐπουράνιον ζωήν, αὐτῷ ἡ δόξα εἰς τοὺς αἰῶνας τῶν αἰώνων. ἀμήν. Κλήμεντος πρὸς Κορινθίους ἐπιστολὴ βʹ.
